,annotations,candidates_holder,tweet_text,tweetid,tpstanford_candidates,fnstanford_candidates,fpstanford_candidates
657,"['senate', 'wv']",['senate'],The Senate needs to take a breath &amp; think it through: I have some very serious concerns about 's impact on WV. ,657,1,1,0
658,[],[],@Alex_Micati @agnesbookbinder Almost makes death sound pleasant. ,658,0,0,0
659,[],[],@RepCharlieDent Thank you @RepCharlieDent for saying no to . ,659,0,0,0
660,['america'],[],How can us as humans stand by and watch this orange alien destroy our country wow sad day america ,660,0,1,0
661,"['senate', 'house']","['house', 'senate']",@POTUS w/C Now it will be up to the Senate and I am sure 2 committee! Now the House can say they delivered on Repeal &amp; Replace . ,661,2,0,0
662,"['united states of flyover america', 'united states of west america', 'united states of  east america']","['united states of west america', 'united states of east america', 'united states']",Not so much United States of Flyover America? United States of West America and United States of East America have nice rings to them. ,662,1,2,2
663,['haiku'],[],Make them rue the day. Repubs lack humanity -- Repeal getting real Haiku: ,663,0,1,0
664,"['senate', 'house']","['house', 'senate']","But it still has to pass the Senate before becoming law. The House narrowly passed the  health care bill, 217 to 213. ",664,2,0,0
665,[],[],eat shit. ,665,0,0,0
666,['obamacare'],[],won't miss ya bye Obamacare. ,666,0,1,0
667,[],[],The @HouseGOP = millionaires with socialized heath care who celebrate taking healthcare away from non-millionaires. ,667,0,0,0
668,['democrats'],[],"This isn't a sporting event ya assclowns. Yo democrats, I'm with ya and all but in the mean time , people are gonna die. ",668,0,1,0
669,"['house passage', '', 'american health care act']",[],Our Statement on House Passage of the American Health Care Act (): ,669,0,3,0
670,['michael savage'],[],Michael Savage: If you have anxiety go suck on a lollipop. ,670,0,1,0
671,[],[],One @Potus Multiple issues. I can not recall a day where I have been so angry so many different times to the point of seeing stars. ,671,0,0,0
672,[],[],@NancyPelosi WINNING ,672,0,0,0
673,[],[],Rape and assault is not a precondition women should be denied healthcare for. @RepTomMacArthur You are a sexist monster. ,673,0,0,0
674,['congress'],[],Acting like toddlers I might add! Remember folks- these are grown up adult men &amp; women elected to Congress. ,674,0,1,0
675,[],[],The whole thread ,675,0,0,0
676,"['the arc', 'house passage']",[],The Arc Responds to House  Passage of : “Shows callous &amp; dangerous disregard 4 wellbeing of ppl w disabilities” ,676,0,2,0
677,"['house', 'obamacare', 'house republicans', 'aca']",[],"Instead, it l… The House Just Passed a Bill to Rewrite Obamacare ""House Republicans say their bill repeals the ACA. ",677,0,4,0
678,[],[],"This is true: ""It’s a bill that’s sold on a giant pack of lies"" ",678,0,0,0
679,[],[],The cruelty of ,679,0,0,0
680,"['hrw', 'us senate']",['us senate'],HRW calls on US Senate to reject  legislation as an unacceptable attack on the right to health care for all  … ,680,1,1,0
681,[],[],the  out ,681,0,0,0
682,['type 1 diabetics'],['us'],Or... the US equivalent of...me. A similar situation to Type 1 diabetics on too low an income. ,682,0,1,1
683,['house republicans'],['house'],Here's how : Want to take immediate revenge on House Republicans who voted to destroy health care? ,683,0,1,1
684,[],[],We will not forget. cc @MarkAmodeiNV2 take a good look. ,684,0,0,0
685,[],[],Cock. @realDonaldTrump Oops. ,685,0,0,0
686,['senate gop'],"['senate gop', 'bill']",Senate GOP to Snub House   Bill and Write Its Own  via @bpolitics ,686,1,0,1
687,['aca'],[],"Comments from @repdonyoung on his support for ACA repeal/, via @lruskin ",687,0,1,0
688,[],[],"@swingleft  Vote the evil, laughing jackasses out. ",688,0,0,0
689,[],[],"Sure the vote was 217 to 213, but 217 to 213 means YOU LOSE your health insurance. Yay, we actually got $omething done! ",689,0,0,0
690,[],[],"@texasdemocrats @actblue I'm that mad. If not, swear I will run against him. Does @CongCulberson have an opponent for his seat yet? ",690,0,0,0
691,"['republican party', 'donald']","['republican party', 'donald']",The Republican party is the most superficial men and woman in this country they  don't stand for anything but them self just like Donald ,691,2,0,0
692,[],[],Now let's make it a reality! Love it! ,692,0,0,0
693,['gop health bill'],['gop'],@RepMeehan We're supporting your opponent. The GOP health bill will take away mental health care. ,693,0,1,1
694,['mt. everest'],['mt. everest.'],Everest. It's actually a lot bigger than that...higher than Mt. ,694,0,1,1
695,[],[],@GOP  I truly hope What goes around comes around for 217 of you ,695,0,0,0
696,[],[],No true research done or consideration taken for the millions of lives it will affect. This was all politics and arm twisting. ,696,0,0,0
697,[],[],We need a redo on unaffordable obamacare Thank you to those who voted yes. ,697,0,0,0
698,['cbo'],[],So...no one knows. No debate. No vetting. No CBO score. No hearings. @billmaher @refooksjr @senfranken @tomhanks ,698,0,1,0
699,[],[],The free market will fix the  disaster after the congress lifts the burden. ,699,0,0,0
700,"['gop', 'obamacare']",['gop'],GOP Takes Ownership Of Failing  With  Vote That Doesn't Repeal Obamacare ,700,1,1,0
701,"['republicans', 'american']",[],Only the pocketbooks of the rich. Today republicans proved that they no longer have the interests American citizens in mind. ,701,0,2,0
702,[],[],- Had Less Coverage - Had Higher Deductible - Paid Higher Premiums - Couldn't keep my plan - Couldn't keep my doctor With  I ,702,0,0,0
703,['sims city'],['sims city'],My Sims City has better health coverage than . ,703,1,0,0
704,['canadian'],[],"This makes me sad. As a Canadian, I can assure you that universal healthcare is one of our proudest/most treasured accomplishments. ",704,0,1,0
705,[],[],Seriously. Can anyone name one good thing about the ? ,705,0,0,0
706,[],[],Will NOT forget his vote for ! Support @DFL3CD  to find candidate to CRUSH @RepErikPaulsen in '18. ,706,0,0,0
707,['socialist'],[],Plus your new world is being invaded by third world savages. Socialist medicine fails when the rich run out of money. ,707,0,1,0
708,['house health bill'],[],A Little-Noticed Target in the House Health Bill: Special Education  @RepLanceNJ7 ,708,0,1,0
709,"['house', 'obamacare']",[],[VIDEO] House HAS VOTES Now To REPEAL OBAMACARE! ,709,0,2,0
710,[],[],Thanks for you sticking by your party and not the country @RepAndyHarrisMD You're a big piece of shit! ,710,0,0,0
711,[],[],"Untreatable and terminal at mid-term elections, 2018. Maybe it is time voting for the  became a preexisting condition. ",711,0,0,0
712,[],[],@devinnunes… @RepDavidValadao @RepJeffDenham @reppaulcook @repmcclintock @RepLaMalfa Remember their names(1/2): ,712,0,0,0
713,[],[],what ,713,0,0,0
714,"['dems', 'gop', 'ahca']","['gop', 'ahca']","The  Sucks Dems to GOP after AHCA vote: 'Hey hey hey, goodbye' That's Awesome! ",714,2,1,0
715,"['ne', 'house']",[],@janekleeb @NebraskaDems We need to work with everything we've got to turn NE house seats in 2018. ,715,0,2,0
716,['christian'],[],"Tear up your ""Christian"" cards, you snakes. Nailed it. ",716,0,1,0
717,[],[],"You can thank old, rich, white men for the lives that will be lost/taken away because of this ",717,0,0,0
718,['comey'],[],"How's that mild nausea, Comey? ",718,0,1,0
719,[],[],"Come time for reelection, they will hear a large collective chorus of ""Don't let the door hit you...."" ",719,0,0,0
720,[],[],"In fact, I doubt they'll sleep well tonight. They'll rue this day. ",720,0,0,0
721,"['libs', 'ahca']",['ahca'],"Don't worry Libs, Bleeding Hearts will still be covered under the AHCA ",721,1,1,0
722,['america'],['america'],isn't America now. We're all as good as dead because the foxes are running the henhouse. ,722,1,0,0
723,['reconstruction south'],[],This is called a win. This is trickle-down economics. This is removing federal troops from a Reconstruction South. ,723,0,1,0
724,[],[],"Be bold, you did this. You forgot one... Voted to make rape a pre-existing condition so women will fear to report and lose insurance. ",724,0,0,0
725,[],[],"Yes, celebrate ridding millions of americans of a healthy future where they won't have to choose between life-saving medication and food. ",725,0,0,0
726,[],[],Oh yes and be sure to  the next time too! Watch this quick vid as  make easy prey out of their own ! ,726,0,0,0
727,[],[],@thatbilloakley As someone with a pre-existing condition....Everyone who voted for the  can go fuck themselves. ,727,0,0,0
728,[],[],Evil. ,728,0,0,0
729,['insulin'],[],"I still need to take insulin, but ¯\_(ツ)_/¯ Teaching two spin classes tonight to help stay healthy/ahead of the opposition. Anyway! ",729,0,1,0
730,[],[],SHOW your senators that a vote for  is political suicide. Direct action at constituent office near you. Call YOUR REPS WHO VOTED YES. ,730,0,0,0
731,[],[],"No drugs, smoking, 🥂 NO Without these drugs, I die. I can afford the chemotherapy that I take along with the other drugs that I need daily. ",731,0,0,0
732,['libnazi'],[],Nothing puts a smile on my face faster than seeing a LibNAZI cry. ,732,0,1,0
733,[],[],Your daily reading. ,733,0,0,0
734,"['gop', 'dnc']","['gop', 'dnc']",Citizens are the ball. GOP &amp; DNC are the pingpong paddles. ,734,2,0,0
735,['family services'],['family services'],Or a detox center. Or a free clinic. Or a hospital. Maybe @SpeakerRyan should go to work at a Job and Family Services for a week. ,735,1,0,0
736,"['ncah', 'ibs', 'risacea', 'asthma']",[],NCAH. IBS. Rosacea. Asthma. Depression. Anxiety. Disabled from being the meat in 3-car sandwich. Female. ,736,0,4,0
737,[],[],"The men responsible for saying domestic abuse, abortions, and being pregnant is a pre- existing condition. ",737,0,0,0
738,[],[],the  is a complete joke. ,738,0,0,0
739,"['house republicans', 'obamacare']",[],House Republicans finally pass an Obamacare repeal and replacement  via @HuffPostPol @GOP F**k all of you. ,739,0,2,0
740,['gop'],['gop'],"While in actuality, they have a one point lead at halftime. GOP celebrating like they won the game. ",740,1,0,0
741,[],[],Today was a good example. How do those in power get their sick jollies off? ,741,0,0,0
742,[],[],Same people against  R the main ones that need it🤔cuz  is 4 the rich &amp; uninjured &amp; U ain't Rich 😂 ,742,0,0,0
743,"['nc', 'sc', 'house representatives']",['sc'],Hey @theobserver do you have a list of the NC and SC house representatives' vote on ? ,743,1,2,0
744,['americans'],[],it certainly feels like the  of  aka  came after older Americans w/ the  bill. Since its . ,744,0,1,0
745,['trump'],['trump'],"Trump has destroyed our country with a smile on his face. We lost our voice, our rights, control of our bodies, &amp; now our healthcare. ",745,1,0,0
746,['obamacare'],[],Is their a way to see a non-partisan comparison between  Obamacare and  without the atomic OMAGAW DIS A OUTRAGE RABBLE RABBLE RABBLE ,746,0,1,0
747,[],[],"Celebrate now, we are watching and we are angry. Are you drinking up, @RobWittman? ",747,0,0,0
748,[],[],"@realDonaldTrump You're all going to be unpleasantly surprised over the next few years, you worthless, amoral sociopaths ",748,0,0,0
749,[],[],"You are despicable. @HouseGOP who voted Yes for today's healthcare revisions, prepare to be revised out of your seat in 2018. ",749,0,0,0
750,['trumpcare'],[],"It is now Trumpcare, a disgusting bill that protects the rich and let the poor to die without proper coverage Stop calling this . ",750,0,1,0
751,[],[],When you're so mad you could just literally cry ,751,0,0,0
752,[],[],"wasn't broke, it didn't need to be fixed❗   is NO CARE‼️ 🤥  🛑 👊 ",752,0,0,0
753,[],['cbo'],Can't wait for the CBO score. At this point..we tried to save those in red states.. they refused.. so they will deal with the consequences. ,753,0,0,1
754,[],[],"Do you think you will survive a yes vote? Dear @tedcruz, if  is so great, Why is the @AmerMedicalAssn against it? ",754,0,0,0
755,[],[],"is evil &amp; you won't have $$ to protect you then! We will ALL HAVE TO ANSWER TO GOD, EVEN YOU @realDonaldTrump ",755,0,0,0
756,['usa'],['senate'],"And tell the Senate to . If your Rep voted against it, thank them. If your Rep voted for , call them on it. Again, USA: ",756,0,1,1
757,[],[],Vote these inhumane people out of office ,757,0,0,0
758,[],[],It's a law condemning women and poor people. This is insane. ,758,0,0,0
759,[],[],"You will hear us! You are the death panel! You sentenced innocent folks to death! Screw you! @RepMcSally, ",759,0,0,0
760,"['gop', 'dems']",['gop'],"The GOP &amp; 2 DEMS who voted against our healthcare, MUST GO! WE The People are watching! ",760,1,1,0
761,"['california', 'house republicans', 'healthcare']",['house'],More than half are undecided California's House Republicans are crucial to the healthcare vote. ,761,0,3,1
762,"['senate', 'obamacare', 'house']","['senate', 'house']",Answer is obvious. @JoeNBC So...begin to work with the Senate on Obamacare repeal or throw a party to celebrate the House vote? ,762,2,1,0
763,[],[],tfw you're rich and your party will condemn thousands of people to die prematurely to make you richer ,763,0,0,0
764,['rose garden'],['rose garden'],"At Rose Garden after a win he boasts, ""I'm not a politician, how my doin' not too bad hah, I'm President, right!"" ",764,1,0,0
765,['authoritarian kleptocracy'],[],Independent  investigation NOW. In other words the: has approved &amp; is promoting Authoritarian Kleptocracy.. ,765,0,1,0
766,[],[],"Mmmerica. Love to pay for their boners, lucky us. Somehow I bet erectile dysfunction isn't considered a pre-existing condition. ",766,0,0,0
767,"['affordable care act', 'obamacare']",[],Affordable Care Act How Obamacare Fails People With Pre-existing Conditions ,767,0,2,0
768,"['hr', 'congress']",['congress'],repeal HR are rushing to a vote contains an exemption for members of Congress &amp; staff from losing benefits that bill eliminates. ,768,1,1,0
769,['jim clyburn'],['retweeted jim clyburn'],The  will have such an egregious and inhumane impact on... Retweeted Jim Clyburn SC-06 (@ClyburnSC06): ,769,0,1,1
770,['pa'],['pa.'],"With love- a resident of Pa. @PAAttorneyGen will you join him, please? ",770,0,1,1
771,[],[],Look at the shit-eating grin on this disgusting worm who voted today to destroy the lives of hundreds of thousands of his constituents. ,771,0,0,0
772,[],[],"I never really loved the expression, but @CharlesPPierce just went all types of masshole on the  and he might just have a point ",772,0,0,0
